y_gps_coords	x_gps_coords
40.78814933	-111.9309491
40.73795246	-111.9284372
40.74671845	-111.8940559
40.73692241	-111.8883195
40.76791974	-111.9042256
40.73728567	-111.8838436
40.79120557	-111.8928766
40.76481831	-111.9042035
40.72589418	-111.8516264
40.76272676	-111.9160492
40.7681494	-111.9052847
40.79120557	-111.8928766
40.75418448	-111.9208948
40.74048632	-111.8264272
40.76497305	-111.9055004
40.76081655	-111.9042014
40.76274985	-111.905498
40.76390505	-111.876673
40.76507482	-111.905436
40.73844894	-111.8996589
40.74618357	-111.8596564
40.74792499	-111.885275
40.74752868	-111.8805414
40.77811333	-111.9191907
40.72621715	-111.8654389
40.7791381	-111.9429083
40.72549896	-111.8997633
40.75477574	-111.9167152
40.74237964	-111.8523178
40.72537379	-111.8540013
40.76407628	-111.9052821
40.73545	-111.8548042
40.73015764	-111.8586048
40.73819339	-111.8940498
40.73897646	-111.9011162
40.79691267	-111.9421573
40.7498814	-111.8437959
40.72061589	-111.858955
40.76181416	-111.8924648
40.74719057	-111.8781467
40.76496551	-111.8711702
40.73897646	-111.9011162
40.73897646	-111.9011162
40.73897646	-111.9011162
40.75855503	-111.8977196
40.76056258	-111.8981862
40.7936655	-111.8943065
40.76934467	-111.8910968
40.77809506	-111.9340808
40.71832509	-111.8558982
40.76181416	-111.8924648
40.77518626	-111.8739194
40.76826015	-111.8912061
40.76815528	-111.893848
40.7549996	-111.8797458
40.75953538	-111.9024214
40.72245935	-111.8538491
40.76495955	-111.8883352
40.77162218	-111.9121865
40.75840088	-111.8769999
40.76942783	-111.8908481
40.76491137	-111.9058754
40.72657836	-111.9388464
40.76463168	-111.9042024
40.77209196	-111.8819425
40.73018917	-111.9134257
40.68710739	-111.84724
40.77648175	-111.9710639
40.7585508	-111.9030004
40.77274773	-111.8664616
40.76071826	-111.9127521
40.74746122	-111.8852507
40.78466064	-111.9428431
40.74167583	-111.9126474
40.74167583	-111.9126474
40.76438602	-111.8997825
40.761817	-111.9210359
40.76271565	-111.9320874
40.72100465	-111.866403
40.76706216	-111.8940655
40.74275606	-111.8709516
40.73914068	-111.8306247
40.78635606	-111.9167391
40.76133877	-111.8909821
40.75902084	-111.871062
40.74275606	-111.8709516
40.75855734	-111.8954059
40.76072837	-111.8962307
40.75343755	-111.8823863
40.75188399	-111.8940569
40.72551008	-111.8997237
40.79134885	-111.9458986
40.74137498	-111.9246913
40.77984643	-111.9813199
40.70752309	-111.853638
40.76463168	-111.9042024
40.77972453	-111.9394964
40.75186638	-111.8943961
40.78599902	-111.9808904
40.73681563	-111.8823723
40.78284663	-111.9839338
40.73746334	-111.9293434
40.76697814	-111.868304
40.77145685	-111.9115862
40.7289607	-111.8880973
40.78284663	-111.9839338
40.73708718	-111.8469933
40.72588864	-111.8883107
40.77990964	-111.9812987
40.75638112	-111.8961223
40.7468641	-111.8997011
40.76496522	-111.8940642
40.72429574	-111.8131057
40.77616031	-111.8774594
40.76791974	-111.9042256
40.75711525	-111.9225877
40.71808369	-111.8683389
40.7585508	-111.9030004
40.76057669	-111.8623748
40.77313557	-111.8714495
40.71067642	-111.8546788
40.78806023	-111.9394636
40.77648175	-111.9710639
40.71001073	-111.8524246
40.73358785	-111.8907253
40.7650868	-111.8736076
40.77262996	-111.9167272
40.72994742	-111.8959288
40.74170309	-111.8817971
40.74170309	-111.8817971
40.72485419	-111.8738052
40.72620498	-111.8905891
40.78121234	-111.9808782
40.75305146	-111.8567403
40.79214434	-111.9175764
40.75494015	-111.8566311
40.76053412	-111.9364124
40.778115	-111.9132838
40.72339895	-111.8652326
40.76791974	-111.9042256
40.78498099	-111.9167379
40.79435833	-111.9300459
40.75638172	-111.8943104
40.76272676	-111.9160492
40.79120557	-111.8928766
40.73378069	-111.916915
40.77142275	-111.9565697
40.79167567	-111.9173893
40.76073317	-111.884853
40.75623101	-111.8653041
40.79120557	-111.8928766
40.73792166	-111.8940483
40.76755479	-111.9041981
40.76289825	-111.9054447
40.76491098	-111.903594
40.76491098	-111.903594
40.76747599	-111.9039666
40.77360338	-111.9146644
40.77897932	-111.8916758
40.76605995	-111.9054997
40.76233423	-111.9026402
40.76491098	-111.903594
40.76747599	-111.9039666
40.78015451	-111.8746617
40.77063877	-111.8632552
40.7183358	-111.8305814
40.77650775	-111.9714251
40.76170995	-111.8997812
40.78198699	-111.8942929
40.76486601	-111.9054997
40.78037221	-111.9782473
40.73897646	-111.9011162
40.72550256	-111.8710091
40.56618463	-111.9860287
40.73897646	-111.9011162
40.73897646	-111.9011162
40.74167583	-111.9126474
40.73897646	-111.9011162
40.73897646	-111.9011162
40.76148851	-111.8896943
40.7551762	-111.8566287
40.72725587	-111.8746554
40.76491098	-111.903594
40.79288975	-111.9278337
40.74969592	-111.885931
40.74969592	-111.885931
40.76590596	-111.9039862
40.74969592	-111.885931
40.76407628	-111.9052821
40.75946413	-111.8766737
40.75637836	-111.8985659
40.73891861	-111.8897419
40.78281469	-111.9381153
40.7146422	-111.853895
40.717735	-111.8420031
40.78104157	-111.9321895
40.75778917	-111.8768882
40.76057762	-111.9026406
40.73045053	-111.81781
40.76493601	-111.8854761
40.76209959	-111.8883333
40.78221556	-111.9825463
40.79167567	-111.9173893
40.75208788	-111.9246138
40.75118329	-111.9295888
40.72549805	-111.8609866
40.74953898	-111.8680869
40.77161865	-111.8856836
40.72549919	-111.8650635
40.76071748	-111.9168708
40.77648175	-111.9710639
40.75491571	-111.9167161
40.73024798	-111.8880975
40.77897932	-111.8916758
40.77143646	-111.944378
40.68489514	-111.921927
40.75018281	-111.8881101
40.76288737	-111.9225875
40.76172034	-111.8826098
40.72576611	-111.916902
40.73023974	-111.8880974
40.77689703	-111.8995708
40.72221968	-111.8124684
40.7606358	-111.9112175
40.74251909	-111.8668652
40.75904497	-111.8823926
40.78121234	-111.9808782
40.78560044	-111.9796924
40.77648175	-111.9710639
40.7425576	-111.8084658
40.77648175	-111.9710639
40.78599902	-111.9808904
40.77377458	-111.8968411
40.75479063	-111.8940593
40.72989435	-111.8174394
40.76418503	-111.9039868
40.77648175	-111.9710639
40.77694786	-111.9111176
40.70250925	-111.8560933
40.76463168	-111.9042024
40.76271083	-111.9378486
40.74903356	-111.8911893
40.76926724	-111.8812298
40.72122014	-111.8136724
40.73897646	-111.9011162
40.76709123	-111.8852825
40.84026433	-111.9676936
40.77162471	-111.9083091
40.79503219	-111.9220651
40.76463168	-111.9042024
40.73429685	-111.8709488
40.73897646	-111.9011162
40.7585508	-111.9030004
40.75945304	-111.902421
40.77648175	-111.9710639
40.73897646	-111.9011162
40.73897646	-111.9011162
40.74680212	-111.8911873
40.78560044	-111.9796924
40.76407628	-111.9052821
40.73897646	-111.9011162
40.78284663	-111.9839338
40.76418503	-111.9039868
40.76418503	-111.9039868
40.76463168	-111.9042024
40.76826015	-111.8912061
40.76934467	-111.8910968
40.76481831	-111.9042035
40.76481831	-111.9042035
40.78538139	-111.9394752
40.76926067	-111.8997606
40.77162748	-111.8970668
40.70341584	-111.8585361
40.73412633	-111.9284311
40.76056083	-111.9035357
40.74400767	-111.8854657
40.72541807	-111.8646698
40.72541807	-111.8646698
40.72265882	-111.8586771
40.79060666	-111.9216151
40.74865144	-111.9344089
40.76289894	-111.9060403
40.78022314	-111.9124373
40.77044429	-111.899569
40.76826015	-111.8912061
40.75188531	-111.8911912
40.76507541	-111.9036672
40.76497305	-111.9055004
40.77160336	-111.938664
40.73897646	-111.9011162
40.76171139	-111.8969223
40.74394348	-111.914065
40.76463168	-111.9042024
40.75946381	-111.9258871
40.74359681	-111.8860444
40.73258453	-111.8911741
40.76926128	-111.8938797
40.72429574	-111.8131057
40.74431023	-111.8369544
40.77145453	-111.9145936
	
40.79120557	-111.8928766
40.78246027	-111.9247277
40.73242772	-111.8854615
40.7891247	-111.8727394
40.78164677	-111.9800183
40.76492749	-111.9083592
40.7735574	-111.8446486
40.77159	-111.9537765
40.7312401	-111.9698197
	
40.72541807	-111.8646698
40.76653171	-111.8609048
40.78013004	-111.8972032
40.78246668	-111.9335129
40.73086429	-111.9063579
40.77162508	-111.902623
40.77858327	-111.8750682
40.77161401	-111.8691487
40.75812641	-111.8709524
40.75349975	-111.8835163
40.74157755	-111.8997675
40.74193784	-111.8995531
40.77631116	-111.8705787
40.7606358	-111.9112175
40.75954224	-111.8881166
40.74157744	-111.8883244
40.70250925	-111.8560933
40.76481831	-111.9042035
40.7759294	-111.9024319
40.77162508	-111.902623
40.76926067	-111.8997606
40.78560044	-111.9796924
40.74154876	-111.8911823
40.76057542	-111.8610031
40.77647344	-111.8941417
40.77360894	-111.8971253
40.76058058	-111.8969193
40.77629463	-112.0243971
40.76407628	-111.9052821
40.76053487	-111.9054992
40.76053487	-111.9054992
40.78136296	-111.895405
40.71277339	-111.8510249
40.72400879	-111.8712102
40.77647344	-111.8941417
	
40.78245074	-111.9024344
40.73104886	-111.8695167
40.77650775	-111.9714251
40.72618109	-111.876872
40.7643161	-111.896923
40.72988821	-111.8176811
40.71049239	-111.8547247
40.76158558	-111.8582687
40.70315876	-111.8582318
40.75554595	-111.9389069
	
40.72764271	-111.8375177
40.71555373	-111.8473526
40.75904497	-111.8823926
40.77030603	-111.9195867
40.76942856	-111.8906279
40.76275118	-111.8558491
40.79286093	-111.9437814
40.77282527	-111.8618011
40.73990585	-111.8678327
40.74249019	-111.8911841
40.77648175	-111.9710639
40.81302206	-111.9844558
40.75186638	-111.8943961
40.72335553	-111.8552066
40.74996089	-111.9336052
40.78560044	-111.9796924
40.77367087	-111.8731565
40.78395058	-111.9418961
40.78775486	-111.937443
40.78160661	-111.9155149
40.7403516	-112.0083612
40.77056715	-112.0028613
40.77367087	-111.8731565
40.72544673	-111.8883118
40.77671409	-111.9198067
40.74677883	-111.8940562
40.75856075	-111.8861077
40.7766757	-111.8952116
40.73115258	-111.8825822
40.76274563	-111.8821426
40.71812555	-111.8681191
40.7354625	-111.9688818
40.77275598	-111.8794551
40.77999432	-111.9392779
40.72639988	-111.8880936
40.74158063	-111.8711689
40.79674887	-111.9262869
40.76289894	-111.9060403
	
40.7585508	-111.9030004
40.78599902	-111.9808904
40.72551131	-111.9009756
40.7485053	-111.8981192
40.77990964	-111.9812987
40.7650868	-111.8736076
40.74705261	-111.8909722
40.75419746	-111.9070567
40.73108938	-111.8909563
40.76252144	-111.8654426
40.74484649	-111.8997723
40.76252144	-111.8654426
40.76830947	-111.9438594
40.75322896	-111.8823851
40.73675682	-111.8537826
40.74130292	-111.9390929
40.75201278	-111.917218
40.76491188	-111.9041319
40.75013898	-111.8568513
40.72898266	-111.8880975
40.76463242	-111.9039858
40.76418503	-111.9039868
40.76418503	-111.9039868
40.7250024	-111.8597141
	
40.72567063	-112.0443733
40.76062718	-111.8911982
40.76264178	-111.9042014
40.76170995	-111.8997812
40.73816161	-111.902627
40.7436439	-111.8950161
40.78343193	-111.888968
40.72679259	-111.8727443
40.76491188	-111.9041319
40.74063711	-111.8674613
40.70121629	-111.8543374
40.73002644	-111.8768752
40.71778113	-111.8772042
40.77648175	-111.9710639
40.77145453	-111.9145936
40.74265133	-111.9292173
40.72783771	-111.8597146
40.75622392	-111.8830805
40.74153352	-111.8883242
40.74154217	-111.8763688
40.72245935	-111.8538491
40.76791974	-111.9042256
40.74625083	-111.8654418
40.72045137	-111.8580017
40.74533566	-111.8881077
40.76543416	-111.9054995
40.7572403	-111.8819781
40.74728866	-111.8909699
40.76823891	-111.8909893
40.76060733	-111.9083585
40.71771776	-111.8738382
40.78560044	-111.9796924
40.74039352	-111.9466254
40.73897646	-111.9011162
40.76163699	-111.8795302
40.73378069	-111.916915
40.74911668	-111.8966972
40.74153352	-111.8883242
40.7267489	-111.8540012
40.73425354	-111.8556351
40.76407628	-111.9052821
40.76275143	-111.902639
40.72245935	-111.8538491
40.76725507	-111.8872112
40.79503219	-111.9220651
40.76463168	-111.9042024
40.72045137	-111.8580017
40.76823891	-111.8909893
40.72783837	-111.8594981
40.74686576	-111.8984019
40.76941813	-111.9168808
40.70121629	-111.8543374
40.7267489	-111.8540012
40.76396374	-111.905285
40.72078641	-111.8712287
40.76507482	-111.905436
40.76264178	-111.9042014
40.78909398	-111.9404634
40.73897646	-111.9011162
40.7682513	-111.9083611
40.76407628	-111.9052821
40.76507482	-111.905436
40.7682513	-111.9083611
40.76418503	-111.9039868
40.70787989	-111.8527309
40.75291698	-111.8854693
40.76826015	-111.8912061
40.76942614	-111.894646
40.76396374	-111.905285
40.73897646	-111.9011162
40.71771776	-111.8738382
40.77460723	-111.8997884
40.7518967	-111.8654396
40.73778119	-111.9110433
40.77990964	-111.9812987
40.76942134	-111.9097111
40.79285535	-111.9198523
40.75622392	-111.8830805
40.74722879	-111.8883278
40.75749719	-111.8711691
40.77142849	-111.9529523
40.76942134	-111.9097111
40.75585108	-111.8303955
40.72537002	-111.8840867
40.74054887	-111.9519456
40.72393256	-111.8595172
40.77258527	-111.8522433
40.76491457	-111.896071
40.76491141	-111.9058646
40.75813353	-111.8624989
40.73455674	-111.8478608
40.7396666	-111.8909658
40.74066429	-111.8995528
40.74722879	-111.8883278
40.75116469	-111.8883286
40.78802205	-111.9182949
40.76274816	-111.8604515
40.73911279	-111.9140608
40.76998492	-111.9391518
40.72923234	-111.944741
40.78233523	-111.9311903
40.74985967	-111.8870508
40.78584073	-111.9134355
40.77314655	-111.8714496
40.7977605	-111.9422279
40.73479911	-111.8215035
40.72061589	-111.858955
40.74487407	-111.9186827
40.72544673	-111.8883118
40.75184767	-111.8826011
40.73689601	-111.9313678
40.72533788	-111.8710082
40.77354324	-111.8804487
40.78221256	-111.9478787
40.75839587	-111.8853307
40.75407527	-111.853999
40.74010699	-111.8881068
40.71263619	-111.8262144
40.79302006	-111.9342267
40.77063992	-111.8646595
40.76072277	-111.9083122
40.62161015	-111.8637293
40.77969855	-111.8669287
40.72640177	-111.8148543
40.78551043	-111.8862283
40.77390105	-111.8826819
40.74795289	-111.8697276
40.76407628	-111.9052821
40.74759059	-111.8697292
40.78121234	-111.9808782
40.78245012	-111.9010081
40.7562758	-111.8711697
40.77233312	-111.9482252
40.77794815	-111.9193305
40.77777132	-111.9443472
40.78871152	-111.9158111
40.77648175	-111.9710639
40.73346956	-111.8883179
40.77056715	-112.0028613
40.73407693	-111.8805131
40.72266025	-111.8766685
40.73032079	-111.8582087
40.73494635	-111.8781617
40.78560044	-111.9796924
40.72683864	-111.8712004
40.78171525	-111.9392745
40.77276046	-111.9513149
40.75937285	-111.8911982
40.75904497	-111.8823926
40.76472852	-111.8826122
40.77984643	-111.9813199
40.78599902	-111.9808904
40.77708227	-111.9181554
40.77650775	-111.9714251
40.74249019	-111.8911841
40.76212564	-111.9026389
40.77990964	-111.9812987
40.73408179	-111.9884761
40.78072085	-111.9152964
40.73271747	-111.9390772
40.77067845	-111.8819418
40.77401598	-111.8819425
40.78686089	-111.8529673
	
40.78574675	-111.916739
40.78560044	-111.9796924
40.73897646	-111.9011162
40.71956998	-111.8652517
40.74315833	-111.9390977
40.7584066	-111.8530217
40.72158653	-111.8538481
40.79407169	-111.939293
40.76057079	-111.8824625
40.78284663	-111.9839338
40.80591016	-111.9179608
40.78686588	-111.922325
40.75402789	-111.8711682
40.78493982	-111.9167377
40.76418503	-111.9039868
40.76350393	-111.9197974
40.7585508	-111.9030004
40.74951889	-111.9762402
40.74728866	-111.8909699
40.76290882	-111.8817573
	
40.72220735	-111.8766732
40.7309926	-111.8911722
40.77648175	-111.9710639
40.7783066	-111.9126531
40.77043382	-111.9183852
40.72253582	-111.8612018
40.76491098	-111.903594
40.76966327	-111.9040374
40.73991459	-111.9216942
40.76791706	-111.9042075
40.76072079	-111.9096731
40.70928854	-111.9037692
40.77648175	-111.9710639
40.73864909	-111.8840605
40.75873832	-111.9169344
40.73897646	-111.9011162
40.73897646	-111.9011162
40.73544631	-111.9425877
40.72969933	-111.8275085
40.75904497	-111.8823926
40.74705261	-111.8909722
40.76057762	-111.9026406
40.72533875	-111.8707304
40.72709279	-111.8784428
40.76463168	-111.9042024
40.73242772	-111.8854615
40.76407628	-111.9052821
40.73435471	-111.9191268
40.77055358	-111.88823
40.78033694	-111.9112898
40.7306064	-111.8517843
40.76279948	-111.8883337
40.77431567	-111.9472707
40.73897646	-111.9011162
40.77382481	-111.8498344
40.74649984	-111.8709503
40.77343416	-112.0082512
40.76507482	-111.905436
40.7688647	-111.8909893
40.74026495	-111.8909657
40.76470927	-111.9039863
40.77648175	-111.9710639
40.72533046	-111.854719
40.73897646	-111.9011162
40.79035696	-111.8787914
40.76706216	-111.8940655
40.74039352	-111.9466254
40.76289784	-111.9055638
40.76671351	-111.9140809
40.7614889	-111.8904054
40.77160332	-111.9394114
40.78246027	-111.9247277
40.78246027	-111.9247277
40.76491141	-111.9058646
40.76443783	-111.9055008
40.76057762	-111.9026406
40.7361005	-111.87688
40.74761593	-111.9263579
40.76058559	-111.9343696
40.78335293	-111.847522
40.78348974	-111.9138762
40.76073356	-111.8822071
40.78635606	-111.9167391
40.77162803	-111.8969044
40.76289999	-111.9033402
40.74039352	-111.9466254
40.76463242	-111.9039858
40.74081173	-111.8747553
40.7640745	-111.9042027
40.7367726	-111.8896322
40.76407628	-111.9052821
40.7639984	-111.9039857
40.76491098	-111.903594
40.78560044	-111.9796924
40.76463242	-111.9039858
40.76463242	-111.9039858
40.76233265	-111.9054991
40.7640745	-111.9042027
40.74325536	-111.9896354
40.73819339	-111.8940498
40.7254661	-111.8940447
40.78059886	-111.8997912
40.7367726	-111.8896322
40.71258272	-111.8711191
40.75813353	-111.8624989
40.77047384	-111.8738574
40.76497975	-111.9169402
40.76496522	-111.8940642
40.73991459	-111.9216942
40.77947196	-111.929847
40.76396963	-111.9215835
40.78811814	-111.9167391
40.72988093	-111.8520728
40.78464028	-111.9002266
40.76484315	-111.9081421
40.76072839	-111.8986636
40.75420497	-111.8919012
	
40.71453131	-111.8578876
40.75960556	-111.9208165
40.75856049	-111.8895187
40.75849602	-111.9619875
40.73897646	-111.9011162
40.72226911	-111.8693104
40.76057439	-111.8719151
40.73897646	-111.9011162
40.78230404	-111.8979525
40.72858752	-111.9680443
40.76146877	-111.8711692
40.7618142	-111.8916274
40.70928854	-111.9037692
40.75995334	-111.9248578
40.76826015	-111.8912061
40.77947196	-111.929847
40.74785826	-111.915388
40.74929395	-111.8709511
40.72577042	-111.9442277
40.74285133	-111.9360355
40.7659838	-111.8711686
40.75855503	-111.8977196
40.78230404	-111.8979525
40.74170653	-111.8738833
40.76712223	-111.9391441
40.78245833	-111.9275405
40.78038434	-111.9443246
40.79767368	-111.94196
40.73844395	-111.8838429
40.72549919	-111.8650635
40.748877	-111.9222045
40.71657295	-111.847971
40.76288772	-111.9209559
40.73336771	-111.9287258
40.77594114	-111.9117361
40.76942134	-111.9097111
40.71657295	-111.847971
40.74911668	-111.8966972
40.7281201	-111.8781996
40.7552463	-111.9375587
40.77162748	-111.8970668
40.7370725	-111.9032701
40.72564594	-111.9151804
40.76173054	-111.9041996
40.7545613	-111.9260152
40.8056562	-111.9402095
40.76486335	-111.9391404
40.77144164	-111.9371286
40.76491188	-111.9041319
40.78121234	-111.9808782
40.73421971	-111.8995475
40.78988157	-111.9323504
40.78453914	-111.8759497
40.73263465	-111.8909579
40.72998555	-111.8464159
40.77270872	-111.9468919
40.72243233	-111.8171088
40.78121234	-111.9808782
40.76491098	-111.903594
40.73904069	-111.8868485
40.76174503	-111.8653338
40.76418503	-111.9039868
40.75904497	-111.8823926
40.71336039	-111.8341861
40.74584422	-111.8895325
40.73859353	-111.925742
40.73342293	-111.8981645
40.74039352	-111.9466254
40.74286694	-111.8909662
40.75813353	-111.8624989
	
40.77889639	-111.8425634
40.70717055	-111.8621591
40.70717055	-111.8621591
40.74500224	-111.9965481
40.73897646	-111.9011162
40.77648175	-111.9710639
40.76699971	-111.913866
40.76170995	-111.8997812
40.74039352	-111.9466254
40.70399489	-111.8683385
40.72190477	-111.8584314
40.72190477	-111.8584314
40.77162508	-111.902623
40.76465229	-111.9053938
40.72551131	-111.9009756
40.78560044	-111.9796924
40.77984643	-111.9813199
40.74518948	-111.8883234
40.78789954	-111.9324534
40.76054385	-111.9262657
40.76289999	-111.9033402
40.73834605	-111.8910701
40.76491195	-111.9033124
40.73897115	-111.8539998
40.74100328	-111.8909663
40.73673894	-111.9270222
40.73546471	-111.9428043
40.74410287	-111.9270684
40.77708227	-111.9181554
40.76465229	-111.9053938
40.75948061	-111.8909823
40.78560044	-111.9796924
40.75946413	-111.8766737
40.76497305	-111.9055004
40.73546471	-111.9428043
40.75778987	-111.8766716
40.76491188	-111.9041319
40.76507783	-111.898931
40.76507482	-111.905436
40.7649102	-111.9038214
40.75948061	-111.8909823
40.76463242	-111.9039858
40.76491195	-111.9033124
40.75946413	-111.8766737
40.75131362	-111.8881129
40.71255875	-111.8769336
40.72097568	-111.838502
40.73384635	-111.9388644
40.76073356	-111.8822071
