Lat	Long
44.92675	-93.213676
44.971458	-93.266273
45.007431	-93.283798
44.916752	-93.213081
44.999802	-93.307289
44.949291	-93.277763
44.947708	-93.230469
44.981709	-93.24157
44.976681	-93.272926
44.941132	-93.284882
45.03669	-93.291389
44.906368	-93.276176
45.012821	-93.294937
44.985001	-93.280777
44.962261	-93.270554
44.93375	-93.281021
44.911171	-93.293732
44.985279	-93.250359
44.969349	-93.281342
44.943279	-93.30114
44.98428	-93.254288
44.977859	-93.271408
44.98608	-93.308289
44.901112	-93.209259
45.018848	-93.299179
44.99847	-93.218079
44.972641	-93.248894
44.907681	-93.236877
44.99073	-93.251717
44.977982	-93.274788
44.94117	-93.247757
44.94117	-93.247757
44.92662	-93.228661
44.961819	-93.242073
44.97802	-93.277023
44.975601	-93.310539
44.94862	-93.254417
44.973991	-93.280083
44.924709	-93.229927
44.974751	-93.275017
44.978802	-93.274849
44.991741	-93.240593
44.982941	-93.228844
44.978802	-93.273643
44.977982	-93.274788
44.981178	-93.236877
44.948372	-93.297012
44.983711	-93.271332
44.957512	-93.245956
44.93718	-93.222588
45.005699	-93.26339
44.92384	-93.280899
44.926941	-93.262512
44.976681	-93.272926
44.976231	-93.271477
44.993099	-93.312431
44.922798	-93.214943
45.021858	-93.307373
45.009209	-93.24675
44.994961	-93.306061
44.95554	-93.253708
45.019501	-93.300987
44.945259	-93.326019
44.963589	-93.273087
44.989891	-93.2285
45.011902	-93.31041
44.949921	-93.264771
44.96479	-93.260658
44.944592	-93.208397
45.00486	-93.304047
44.949669	-93.229523
44.93021	-93.287849
44.99704	-93.306061
44.908009	-93.205833
44.927952	-93.210564
44.938492	-93.267189
45.02198	-93.257629
44.956532	-93.285118
44.98455	-93.242569
45.039391	-93.293068
44.997082	-93.299217
44.968159	-93.224823
44.96344	-93.258621
44.939522	-93.302177
44.953602	-93.280022
44.94685	-93.230003
44.941849	-93.264709
45.035461	-93.288109
44.948502	-93.296898
44.899841	-93.224731
44.893162	-93.267616
45.024651	-93.309982
44.956532	-93.266991
44.966068	-93.281471
44.985779	-93.236687
44.921242	-93.29113
44.948372	-93.234283
44.97506	-93.274017
44.916069	-93.247299
44.9487	-93.232719
44.995232	-93.297173
45.014702	-93.252708
44.95734	-93.252411
44.9627	-93.288002
44.951981	-93.227028
44.959381	-93.276917
44.918819	-93.278351
44.956139	-93.256569
44.919121	-93.291229
44.949291	-93.277763
44.994389	-93.261002
44.959122	-93.261093
44.9734	-93.247803
44.98283	-93.237129
44.948029	-93.28019
44.99448	-93.261208
45.01395	-93.252708
45.007439	-93.307312
44.944988	-93.24781
44.979961	-93.272614
45.050789	-93.293159
44.969009	-93.249512
44.95195	-93.257561
44.93483	-93.235573
44.982868	-93.273697
44.971668	-93.269203
44.949291	-93.277763
44.983608	-93.271957
44.906052	-93.235191
44.979221	-93.233437
45.009918	-93.284462
44.980911	-93.260857
44.97068	-93.261307
44.949402	-93.319511
45.015961	-93.308952
45.00024	-93.292587
45.004028	-93.264961
45.01379	-93.271461
44.991261	-93.312447
44.994251	-93.317703
44.990841	-93.22451
44.952572	-93.247772
44.978321	-93.276077
44.90242	-93.287621
44.99889	-93.292908
44.903961	-93.275963
44.93396	-93.264603
44.983471	-93.247177
45.050991	-93.29628
44.999142	-93.287987
45.010471	-93.306602
44.939548	-93.2537
44.950729	-93.249031
44.914791	-93.326157
44.977051	-93.278313
44.979408	-93.271751
44.94883	-93.300133
44.969872	-93.279327
44.98877	-93.302849
44.917919	-93.325493
45.008881	-93.241257
44.95594	-93.23645
44.949081	-93.266129
45.040989	-93.288513
44.916752	-93.213081
44.955681	-93.294411
44.97374	-93.225471
45.01405	-93.305351
45.010342	-93.291428
44.930439	-93.276573
45.049332	-93.29644
45.05051	-93.288589
45.016689	-93.239929
44.943649	-93.26609
45.044392	-93.305122
44.97459	-93.276123
44.965069	-93.278267
44.98048	-93.273857
44.973061	-93.291229
44.938969	-93.268028
44.949291	-93.277763
44.967651	-93.264259
44.995899	-93.263962
44.976131	-93.255966
44.983139	-93.308678
44.948151	-93.295113
44.9548	-93.252823
44.941792	-93.217484
44.976681	-93.272926
44.965679	-93.289391
45.000961	-93.305328
44.94804	-93.235039
45.027229	-93.291512
44.951511	-93.235672
44.959332	-93.237358
45.019958	-93.3041
44.918949	-93.273201
44.977982	-93.274788
44.939541	-93.237213
45.000359	-93.314232
44.996449	-93.30481
45.00378	-93.3106
44.944519	-93.230431
45.02734	-93.241226
44.99926	-93.303513
44.951439	-93.28714
45.01524	-93.24659
44.948109	-93.283928
44.966099	-93.273712
44.948071	-93.289742
44.962711	-93.262558
44.96043	-93.254181
44.98621	-93.240883
44.973282	-93.308701
45.015961	-93.308952
44.959122	-93.288017
44.96373	-93.266571
44.90572	-93.255379
44.970089	-93.269829
44.98484	-93.246048
45.03339	-93.308517
45.010891	-93.237442
44.977169	-93.250557
44.968441	-93.258911
44.999809	-93.262909
44.996349	-93.281593
45.031071	-93.31395
44.956459	-93.235153
44.947868	-93.27066
44.949669	-93.229523
44.995579	-93.239967
44.96413	-93.254578
45.006519	-93.311348
44.97113	-93.223267
44.977909	-93.271149
44.984989	-93.246407
44.960049	-93.283882
45.014381	-93.239967
44.97113	-93.223267
44.986568	-93.303589
44.974442	-93.27179
44.954578	-93.261307
45.047218	-93.317833
44.977859	-93.271408
45.034031	-93.296127
44.948502	-93.261139
44.949291	-93.277763
45.045849	-93.300041
45.014278	-93.257011
44.967171	-93.267662
44.97113	-93.223267
44.92643	-93.262131
44.943611	-93.261543
44.96933	-93.278587
44.94865	-93.290283
44.96048	-93.2686
44.993641	-93.279404
44.898689	-93.239632
45.016521	-93.286919
44.99667	-93.305351
44.991199	-93.3013
45.010231	-93.306053
44.96431	-93.273102
45.001362	-93.295013
44.974979	-93.273857
44.985989	-93.223061
44.991131	-93.247726
44.970692	-93.275269
44.980499	-93.27327
44.94656	-93.240623
44.984379	-93.245277
44.982441	-93.238136
45.010208	-93.31041
44.993172	-93.217346
44.96431	-93.273102
44.948372	-93.252502
44.973148	-93.267418
44.907631	-93.254639
44.948101	-93.21244
44.99337	-93.298447
44.994831	-93.293694
45.000969	-93.311127
45.024231	-93.309822
44.997742	-93.286751
45.006618	-93.246819
44.967831	-93.225677
44.96772	-93.28083
44.97509	-93.271446
44.9687	-93.263611
45.03846	-93.292702
44.89809	-93.312119
44.98457	-93.280037
44.960911	-93.276543
45.003262	-93.30674
44.976681	-93.272926
44.978271	-93.264053
44.980499	-93.27327
45.005322	-93.289948
45.034321	-93.29541
44.963821	-93.287819
44.99509	-93.297546
44.931641	-93.282608
44.984669	-93.24028
44.97076	-93.278229
44.962688	-93.26767
44.980228	-93.31633
44.950291	-93.286179
44.914398	-93.230927
44.980499	-93.27327
44.948109	-93.253593
44.95076	-93.291267
44.978802	-93.274849
44.947289	-93.282547
44.94706	-93.28717
44.959869	-93.25145
44.96048	-93.2686
44.980141	-93.272781
44.957069	-93.28447
44.95554	-93.253708
44.948502	-93.238701
44.97731	-93.231018
44.958191	-93.285851
44.988392	-93.272652
45.0051	-93.257469
45.019669	-93.281769
45.00845	-93.292152
44.976051	-93.276917
44.94585	-93.220016
44.95472	-93.247749
44.948662	-93.252151
44.96468	-93.240913
44.951771	-93.281639
44.983318	-93.229927
44.999149	-93.292587
44.991261	-93.312973
44.989399	-93.213371
44.982811	-93.311447
44.988209	-93.242577
45.010231	-93.28064
45.020481	-93.270203
44.972	-93.308723
44.9884	-93.271729
45.020321	-93.29055
44.957481	-93.276939
44.940521	-93.26722
44.960121	-93.260651
45.021358	-93.307907
44.96093	-93.252327
44.948078	-93.298653
44.947399	-93.32795
44.999161	-93.294121
45.029701	-93.291397
44.96059	-93.288437
45.010189	-93.239983
45.009781	-93.290894
44.976681	-93.272926
44.984619	-93.248589
44.941311	-93.286888
44.948502	-93.241142
44.949459	-93.233856
44.984402	-93.220032
44.954609	-93.268349
44.972149	-93.217102
44.962749	-93.240929
45.00555	-93.227432
44.948509	-93.240067
44.965012	-93.263588
44.93364	-93.237572
44.934471	-93.212471
44.952221	-93.290977
44.970772	-93.267906
44.980419	-93.273689
44.98045	-93.271339
44.968079	-93.209969
45.049061	-93.288017
45.00259	-93.291054
44.999142	-93.291054
44.929291	-93.212372
45.02047	-93.288406
44.920261	-93.218407
44.9809	-93.272728
45.00869	-93.244057
45.03104	-93.229637
45.00462	-93.306168
44.906891	-93.234451
44.974072	-93.274162
44.92775	-93.208557
44.99482	-93.302841
44.970692	-93.275269
44.970692	-93.275269
44.960651	-93.25518
45.038479	-93.310417
45.03714	-93.288269
44.955181	-93.282501
44.995682	-93.240692
44.98719	-93.273323
44.982922	-93.290642
44.964741	-93.263222
44.957722	-93.268791
44.95005	-93.293182
44.982471	-93.281403
44.983341	-93.22963
44.950001	-93.223328
45.01366	-93.246979
44.972099	-93.262398
44.954578	-93.261307
45.031361	-93.229752
44.941799	-93.252068
44.970261	-93.267326
44.968658	-93.268723
44.949631	-93.252098
44.944271	-93.245209
45.007339	-93.311691
44.94836	-93.262672
44.988281	-93.216171
44.952171	-93.294617
45.029942	-93.285957
44.977051	-93.278313
44.899139	-93.303223
44.99741	-93.295647
45.015491	-93.295219
45.01955	-93.290741
44.997131	-93.2407
