Latitude	Longitude
34.0777	-118.2917
34.0846	-118.2868
34.0784	-118.2791
34.0294	-118.2903
34.0303	-118.2808
34.0128	-118.3111
34.0094	-118.3404
34.0168	-118.2915
34.0082	-118.3089
34.0072	-118.3373
34.0355	-118.3024
34.0146	-118.3171
34.0146	-118.3171
34.0778	-118.1783
34.0614	-118.1959
34.0614	-118.1959
34.0646	-118.2153
34.0139	-118.2076
34.1082	-118.1802
34.0823	-118.1913
34.0497	-118.2216
33.7179	-118.2907
33.7096	-118.2879
33.781	-118.2956
33.7846	-118.2703
33.7907	-118.2729
33.799	-118.2459
33.7944	-118.2456
33.786	-118.2816
33.7837	-118.307
33.7796	-118.2699
33.791	-118.2657
34.1016	-118.3267
34.0908	-118.3157
0	0
34.1053	-118.3333
34.0863	-118.3005
34.1053	-118.3304
34.0969	-118.3092
34.0949	-118.3092
34.0579	-118.3762
34.0761	-118.3766
34.0783	-118.3441
34.0465	-118.3616
34.0743	-118.3658
34.0487	-118.3396
34.0374	-118.374
34.0693	-118.351
34.0662	-118.3506
34.0351	-118.3618
34.0383	-118.3772
34.0716	-118.3614
34.0465	-118.4484
34.0371	-118.3832
34.0429	-118.4661
34.0594	-118.3772
34.112	-118.4246
0	0
34.0311	-118.3851
34.1985	-118.4662
34.2048	-118.4488
34.194	-118.4247
34.1877	-118.4421
34.1068	-118.2723
34.174	-118.4662
34.1921	-118.4662
34.2012	-118.4662
34.1649	-118.4596
34.1482	-118.4407
34.1813	-118.4225
34.1976	-118.4552
34.2039	-118.4673
34.2039	-118.4673
34.1939	-118.4574
34.1939	-118.44
34.1975	-118.5546
34.1723	-118.5142
34.1902	-118.5491
34.1914	-118.5491
34.1866	-118.5559
34.1961	-118.4837
34.1737	-118.5535
34.0822	-118.2607
34.1161	-118.284
34.1056	-118.2326
34.1018	-118.2984
34.1131	-118.1894
34.1131	-118.1894
34.0888	-118.2212
34.0858	-118.2559
33.9737	-118.309
0	0
34.0017	-118.2915
34.0019	-118.3056
33.9823	-118.2841
33.9829	-118.3279
33.9747	-118.2804
33.9629	-118.2586
33.9722	-118.2717
33.966	-118.2783
33.9892	-118.2827
34.026	-118.246
33.9843	-118.2695
33.9998	-118.2565
34.0141	-118.277
33.9947	-118.2411
33.9988	-118.2652
33.9843	-118.2695
0	0
34.0137	-118.253
33.9756	-118.2761
34.0067	-118.2588
34.0222	-118.4068
33.9902	-118.4483
33.9573	-118.3962
33.9924	-118.4495
34.194	-118.4205
34.1776	-118.3855
34.1959	-118.3954
34.174	-118.3888
34.1722	-118.3659
34.1985	-118.4052
34.2012	-118.3845
34.2725	-118.3988
34.2779	-118.406
34.2353	-118.3956
34.2597	-118.3201
34.235	-118.2905
34.2783	-118.4098
34.2594	-118.4313
34.2353	-118.3956
34.2797	-118.4238
34.2556	-118.4041
34.2306	-118.5885
34.25	-118.577
34.2355	-118.5361
34.2555	-118.5323
34.2564	-118.5536
34.2355	-118.558
34.287	-118.5919
34.2661	-118.511
34.2575	-118.5023
34.2286	-118.523
33.941	-118.2805
33.8819	-118.2826
33.9456	-118.2781
33.9455	-118.2869
33.9408	-118.2826
33.9465	-118.2826
33.9493	-118.2662
33.9378	-118.2462
33.9393	-118.2608
33.8889	-118.2894
34.2353	-118.4404
34.241	-118.4675
34.233	-118.4386
34.2231	-118.4677
34.2628	-118.4673
34.2276	-118.4323
34.0749	-118.2868
34.0637	-118.2899
34.0691	-118.2917
34.0436	-118.3145
34.0691	-118.2941
34.0749	-118.2868
34.0463	-118.3102
34.0559	-118.3091
34.2083	-118.606
34.2083	-118.6191
34.2083	-118.6191
34.2246	-118.5994
34.1875	-118.603
34.163	-118.6145
34.2197	-118.6016
34.0408	-118.2428
34.0449	-118.2415
34.046	-118.2509
34.0451	-118.2604
34.0563	-118.2374
34.0449	-118.2458
34.0435	-118.2427
34.071	-118.2302
34.0552	-118.2322
34.0446	-118.249
34.0444	-118.2628
34.0724	-118.2486
34.0453	-118.2499
34.0628	-118.2395
34.0791	-118.2932
34.0596	-118.2749
34.0581	-118.2803
34.0609	-118.26
34.0902	-118.2818
34.0652	-118.2592
34.0544	-118.2723
34.0509	-118.2642
34.0657	-118.2603
34.0568	-118.2578
34.0787	-118.2844
34.0609	-118.26
34.0822	-118.2832
34.0779	-118.2844
34.0183	-118.3161
34.0109	-118.3034
34.0173	-118.3547
34.0194	-118.3225
34.011	-118.3351
34.0256	-118.3282
34.0337	-118.3031
34.0251	-118.287
34.0091	-118.2959
34.0277	-118.3272
0	0
34.036	-118.3189
34.0129	-118.3555
34.0155	-118.3002
34.0146	-118.3328
34.0307	-118.3177
34.0109	-118.3067
34.0132	-118.3456
34.0111	-118.2827
34.0295	-118.3384
34.0326	-118.3296
34.0208	-118.3177
34.0019	-118.3203
34.0255	-118.356
34.0327	-118.3033
34.0802	-118.1769
34.0705	-118.2001
34.0913	-118.1683
34.0477	-118.2047
0	0
34.0693	-118.1902
34.0319	-118.1944
34.0595	-117.7196
34.0338	-118.2054
34.0983	-118.1644
34.0407	-118.1939
34.0224	-118.2091
34.0973	-118.1562
34.0685	-118.201
34.0613	-118.2036
34.0256	-118.1961
34.0486	-118.2066
33.7306	-118.2924
33.7442	-118.2879
33.8429	-118.3066
33.7115	-118.2879
33.7952	-118.2673
33.7442	-118.2804
33.7358	-118.3158
33.7932	-118.2792
33.8303	-118.3038
33.7442	-118.3043
33.8448	-118.304
33.7791	-118.2519
33.7288	-118.2946
33.7388	-118.2901
33.7925	-118.2492
33.7288	-118.288
33.7912	-118.2633
33.7434	-118.3065
33.7937	-118.293
34.1016	-118.3252
34.098	-118.3463
34.0836	-118.3016
34.0969	-118.3853
34.0929	-118.3092
34.1005	-118.318
34.098	-118.3452
34.088	-118.3222
34.1016	-118.3295
34.0962	-118.3452
34.1017	-118.3245
34.0899	-118.3223
34.0944	-118.3539
34.1016	-118.3417
34.098	-118.3441
34.095	-118.3056
34.0998	-118.3237
34.0889	-118.3321
34.0908	-118.3019
34.1016	-118.3267
34.1036	-118.3123
34.0896	-118.3092
34.0364	-118.3317
34.0605	-118.3413
34.0562	-118.3681
34.0374	-118.3576
34.042	-118.3731
34.0542	-118.3304
34.0837	-118.3574
34.0434	-118.3358
34.0427	-118.3177
34.0853	-118.3352
34.0377	-118.3631
34.054	-118.3691
34.0621	-118.3354
34.05	-118.3717
34.0371	-118.3687
34.0371	-118.3687
34.0371	-118.3687
34.0483	-118.3537
34.0838	-118.3614
0	0
34.0762	-118.3462
34.0405	-118.3395
34.0835	-118.3242
34.0669	-118.344
34.0496	-118.3747
34.0687	-118.3746
34.0534	-118.4613
34.04	-118.3879
34.0402	-118.3841
34.0433	-118.5345
34.0671	-118.4589
34.0445	-118.3768
34.0665	-118.4534
34.0665	-118.4534
34.0352	-118.4387
34.0424	-118.4305
34.0456	-118.4696
34.0338	-118.4417
34.063	-118.3778
34.0447	-118.454
34.055	-118.4671
34.0541	-118.4255
34.0422	-118.4222
34.0418	-118.4353
34.0311	-118.4353
34.0523	-118.4162
34.0504	-118.4279
34.0525	-118.4643
34.203	-118.428
34.1867	-118.4334
34.1867	-118.4334
34.1513	-118.4509
34.1957	-118.452
34.1667	-118.4159
34.1976	-118.4662
34.1564	-118.4659
34.2131	-118.4584
34.1887	-118.4465
34.2012	-118.4487
34.1867	-118.4181
34.1372	-118.4675
34.2049	-118.44
34.1827	-118.4575
34.1939	-118.5535
34.2084	-118.5011
34.1957	-118.5437
34.1994	-118.4946
34.1939	-118.4924
34.1994	-118.4946
34.1903	-118.4858
34.2139	-118.5361
34.1774	-118.5387
34.2029	-118.5593
34.2085	-118.4771
34.1649	-118.5527
34.2047	-118.5163
34.1583	-118.497
34.2157	-118.5032
34.0981	-118.2054
34.1192	-118.3004
34.1268	-118.1884
34.0924	-118.2246
34.1181	-118.1894
34.0958	-118.2791
34.1267	-118.1868
34.0855	-118.2644
34.0999	-118.2717
34.1233	-118.2671
34.1139	-118.277
34.1093	-118.1876
34.1253	-118.2296
34.1109	-118.2795
34.1155	-118.1843
34.1045	-118.2739
34.1082	-118.1956
34.1	-118.2874
34.0961	-118.2217
34.1105	-118.2239
34.1018	-118.2995
34.1027	-118.2896
33.9996	-118.2954
33.9712	-118.2575
33.9824	-118.2958
34.0006	-118.2937
33.9923	-118.298
33.959	-118.3036
33.9665	-118.2608
33.9675	-118.2608
33.9685	-118.2608
33.9818	-118.3352
33.9499	-118.309
33.9951	-118.3113
33.9638	-118.2651
33.96	-118.309
33.9633	-118.2739
33.9678	-118.2916
33.9669	-118.2794
33.9647	-118.2608
34.0028	-118.2842
33.9613	-118.2893
34.0017	-118.2896
33.9719	-118.309
33.9719	-118.309
33.9627	-118.309
33.9845	-118.3417
33.9872	-118.3264
33.9933	-118.2871
33.9742	-118.2918
33.9892	-118.3089
33.9782	-118.3294
33.981	-118.2914
33.9996	-118.2954
33.9618	-118.3068
33.9746	-118.3003
33.9806	-118.309
34.0025	-118.2652
34.011	-118.2598
34.0021	-118.2499
34.012	-118.2653
34.0254	-118.2384
34.0039	-118.243
34.0163	-118.2304
34.0057	-118.2609
34.0285	-118.2691
34.0039	-118.2565
34.0276	-118.2299
0	0
0	0
33.9938	-118.2411
34.0039	-118.2652
33.9925	-118.2701
34.0368	-118.2412
34.0076	-118.2635
34.0027	-118.2441
34.0039	-118.2477
33.9893	-118.2608
34.0146	-118.2565
34.0121	-118.2768
33.9902	-118.2499
34.0199	-118.2601
33.9966	-118.2608
34.0244	-118.2676
34.0181	-118.4133
33.9516	-118.377
34.0257	-118.451
33.9861	-118.4709
33.9861	-118.4709
34.0231	-118.4488
34.0011	-118.4037
33.9635	-118.4082
33.9903	-118.4432
33.9527	-118.3859
33.9333	-118.3723
33.9731	-118.3731
34.029	-118.4032
33.9489	-118.386
33.9732	-118.4225
33.9538	-118.4122
33.9711	-118.4277
34.2058	-118.3878
34.194	-118.421
34.1867	-118.3768
34.1558	-118.3965
34.1903	-118.3757
34.1746	-118.3932
34.2033	-118.3834
34.194	-118.3965
34.1903	-118.3965
34.174	-118.3822
34.1794	-118.3681
34.1685	-118.3743
34.1419	-118.3741
34.1649	-118.3982
34.1746	-118.3932
34.194	-118.421
34.194	-118.3878
34.1746	-118.3943
34.1776	-118.379
34.1704	-118.3965
34.1794	-118.3703
34.1794	-118.3703
34.163	-118.3746
34.1649	-118.3899
34.1922	-118.3637
34.1746	-118.3932
34.163	-118.3757
34.1522	-118.3855
34.1459	-118.3631
34.1687	-118.3877
34.1941	-118.4225
34.2809	-118.4193
34.2512	-118.2906
34.2469	-118.4195
34.2178	-118.3956
34.2147	-118.3504
34.2407	-118.3607
34.2618	-118.4315
34.2618	-118.4315
34.2472	-118.2839
34.2525	-118.3114
34.2569	-118.4129
34.2826	-118.423
34.2157	-118.3725
34.2314	-118.5623
34.2666	-118.4741
34.2302	-118.4851
34.2246	-118.5885
34.2748	-118.5566
34.2685	-118.6004
34.2246	-118.5349
34.2282	-118.5623
34.2464	-118.5886
34.25	-118.5823
34.2697	-118.5197
34.232	-118.4764
34.2287	-118.5273
34.2575	-118.5023
34.2427	-118.6065
34.2748	-118.5621
33.9357	-118.2652
33.9289	-118.287
33.9432	-118.2425
33.9456	-118.2717
33.9311	-118.2463
33.9565	-118.2717
33.8819	-118.2826
33.9438	-118.2739
33.9348	-118.2781
33.9449	-118.2541
33.9419	-118.2565
33.9283	-118.2652
33.9382	-118.2869
33.9339	-118.2826
33.9439	-118.233
33.8889	-118.2894
34.1152	-118.1991
33.9388	-118.2499
33.9019	-118.2873
34.3048	-118.4333
34.3156	-118.4408
34.2319	-118.472
34.2319	-118.472
34.23	-118.4553
34.2718	-118.4589
34.2591	-118.4674
34.2591	-118.4674
34.2609	-118.4673
34.2591	-118.4674
34.3174	-118.4544
34.2435	-118.4458
34.2435	-118.4458
34.2265	-118.4633
34.233	-118.4386
34.2181	-118.4664
34.3052	-118.4277
34.3161	-118.4206
34.3192	-118.4455
34.2735	-118.4478
34.2354	-118.4502
34.23	-118.4553
34.23	-118.4553
34.2572	-118.4543
34.2726	-118.4447
34.2668	-118.4602
34.3027	-118.4553
34.2432	-118.4456
34.2432	-118.4456
34.3083	-118.4293
34.218	-118.4688
34.3027	-118.4629
34.2506	-118.4505
34.23	-118.4536
34.2994	-118.4391
34.2194	-118.4364
34.2234	-118.435
34.2482	-118.4675
34.0445	-118.3053
34.069	-118.3141
34.0436	-118.309
34.0618	-118.2916
34.0491	-118.3
34.0436	-118.309
34.0545	-118.3063
34.0578	-118.2941
34.0473	-118.2947
34.0618	-118.3004
34.0559	-118.2965
34.0578	-118.2916
34.0473	-118.2891
34.0835	-118.3196
34.0826	-118.3135
34.0578	-118.2916
34.0526	-118.2979
34.0587	-118.3195
34.0536	-118.3112
34.0709	-118.2941
34.0446	-118.3061
34.0537	-118.2891
34.0491	-118.2989
34.0654	-118.3041
34.069	-118.2868
34.1644	-118.6079
34.166	-118.6233
34.2083	-118.5754
34.2203	-118.5667
34.177	-118.5811
34.2019	-118.6451
34.1619	-118.5764
34.2156	-118.5667
34.1917	-118.5838
34.2176	-118.606
34.2019	-118.6451
34.1613	-118.6022
34.1974	-118.6044
34.2018	-118.6598
33.9965	-118.2783
34.2012	-118.5623
34.1992	-118.6003
34.2086	-118.6121
34.0877	-118.2869
34.0806	-118.2843
34.0765	-118.2118
34.0908	-118.3113
34.1125	-118.4738
34.1907	-118.4465
34.1884	-118.5571
34.1127	-118.1942
33.989	-118.3332
33.9746	-118.2918
33.9836	-118.3352
34.2609	-118.4256
34.2648	-118.5056
34.2787	-118.5309
34.0712	-118.3055
34.0674	-118.2954
34.069	-118.3054
34.2083	-118.5776
34.0417	-118.2512
33.9647	-118.2673
34.2597	-118.3179
34.2697	-118.4563
34.0601	-118.2386
34.0413	-118.2517
34.0461	-118.2476
34.0445	-118.2558
34.0442	-118.2439
34.0488	-118.2553
34.0473	-118.2462
34.0467	-118.2411
34.0442	-118.2439
34.0479	-118.2612
34.0689	-118.2459
34.045	-118.264
34.0387	-118.2519
34.0495	-118.2494
34.0494	-118.2599
34.0458	-118.243
34.0458	-118.243
34.0371	-118.2672
34.0517	-118.2663
34.0523	-118.2722
34.079	-118.2967
34.0686	-118.2629
34.0601	-118.2795
34.0674	-118.268
34.0565	-118.2768
34.0554	-118.2745
34.0519	-118.2755
34.0388	-118.2786
34.0712	-118.2644
34.0721	-118.2762
34.0438	-118.2761
34.058	-118.2715
34.0725	-118.2748
34.0637	-118.2638
34.0599	-118.2655
34.0636	-118.2805
34.0764	-118.2702
34	-118.3258
34	-118.3258
34.0256	-118.3282
34.0872	-118.1892
34.0256	-118.3236
34.02	-118.2977
34.0337	-118.3031
34.0337	-118.3058
34.0163	-118.3441
34.0183	-118.3132
34.0182	-118.3002
34.0102	-118.3351
34.0349	-118.3148
34.036	-118.284
34.0061	-118.3443
34.0183	-118.3536
34.2011	-118.5273
34.0219	-118.3089
34.0183	-118.3089
34.0256	-118.3089
34.0279	-118.3644
34.0155	-118.3002
34.0023	-118.3311
34.0182	-118.2944
34.0182	-118.2944
34.0284	-118.2915
34.0739	-118.1632
34.0645	-118.2088
34.0619	-118.1969
34.0248	-118.2211
34.082	-118.1931
34.0737	-118.2144
34.0248	-118.2211
34.0793	-118.1925
34.1078	-118.1827
34.0473	-118.2089
34.0765	-118.1748
34.0765	-118.1748
34.0334	-118.1975
34.0481	-118.2106
34.0255	-118.2017
34.0726	-118.2201
34.0617	-118.2127
34.0236	-118.1974
34.0236	-118.1974
33.7615	-118.2999
33.7288	-118.3034
33.862	-118.3091
33.7333	-118.2857
33.7849	-118.2612
33.7935	-118.2607
33.7813	-118.2619
33.7795	-118.2711
33.7797	-118.2687
33.7424	-118.2835
33.7351	-118.2814
33.7333	-118.2805
33.7325	-118.3056
33.8202	-118.3037
33.7442	-118.2796
33.801	-118.3073
34.1017	-118.3093
34.1175	-118.3631
34.1018	-118.3034
34.1016	-118.3387
34.1016	-118.3402
34.0877	-118.3363
34.0926	-118.3201
34.1016	-118.3417
34.1016	-118.3402
34.098	-118.3652
34.1017	-118.3539
34.1001	-118.3093
34.1069	-118.3283
34.1016	-118.3267
34.0981	-118.3113
34.1016	-118.3348
34.1016	-118.3387
34.0849	-118.3091
34.0885	-118.3135
34.0907	-118.3332
34.0981	-118.3071
34.0835	-118.3124
34.1001	-118.3071
34.0974	-118.3931
34.1016	-118.3361
34.0478	-118.3267
34.0728	-118.3711
34.0837	-118.3564
34.0649	-118.3478
34.0469	-118.3749
34.0517	-118.3724
34.0513	-118.3655
34.0689	-118.344
34.0761	-118.3766
34.0466	-118.3486
34.0456	-118.3681
34.0403	-118.347
34.0853	-118.3397
34.0736	-118.3897
34.0522	-118.3499
34.0734	-118.3765
34.0499	-118.368
34.0478	-118.3267
34.0534	-118.3762
34.0542	-118.3805
34.0551	-118.3784
34.045	-118.4557
34.0614	-118.4186
34.047	-118.4711
34.0504	-118.5039
34.0686	-118.449
34.0653	-118.4702
34.0406	-118.4275
34.0329	-118.3927
34.1684	-118.4443
34.1594	-118.4487
34.1386	-118.4532
34.1576	-118.438
34.1827	-118.4444
0	0
34.1939	-118.44
34.1466	-118.4225
34.1594	-118.4182
34.174	-118.4662
34.2131	-118.4584
0	0
34.148	-118.4312
34.1867	-118.4662
34.1478	-118.4296
34.153	-118.4383
34.2048	-118.5328
34.2139	-118.5361
34.157	-118.488
34.2157	-118.5032
34.1802	-118.5493
34.1868	-118.5473
34.1717	-118.4757
34.2172	-118.505
34.1713	-118.5273
34.1593	-118.5011
34.186	-118.5317
34.1627	-118.4924
34.1759	-118.5502
34.1917	-118.5216
34.1905	-118.536
34.1802	-118.5308
34.2012	-118.4815
34.1637	-118.5643
34.1749	-118.5308
34.1775	-118.5338
34.1867	-118.4837
34.1447	-118.2009
34.1089	-118.1942
34.1072	-118.2037
34.1118	-118.2324
34.1157	-118.1758
34.1237	-118.2215
34.0885	-118.2156
34.126	-118.2638
34.1096	-118.1928
34.1181	-118.2412
34.1148	-118.1826
34.104	-118.1923
34.0861	-118.2194
34.1045	-118.283
34.1428	-118.2281
34.0941	-118.2261
34.1218	-118.2252
34.1228	-118.1964
34.0923	-118.2817
34.1027	-118.2896
34.1062	-118.2563
34.0768	-118.2573
33.9528	-118.2782
34.1163	-118.1804
34.1176	-118.1714
34.0982	-118.2852
34.1002	-118.2592
34.1266	-118.1965
33.966	-118.2783
33.9932	-118.3258
33.9627	-118.3112
33.9688	-118.271
34.0037	-118.3002
33.9888	-118.2915
34.0028	-118.3089
33.9814	-118.3089
33.96	-118.3134
33.9624	-118.2915
33.9637	-118.309
33.9637	-118.309
33.96	-118.309
33.9746	-118.2918
33.9774	-118.2827
33.9678	-118.2871
33.9669	-118.2783
33.9698	-118.2842
33.9819	-118.2859
33.9651	-118.2804
33.9712	-118.2608
33.9765	-118.2739
34.0112	-118.268
34.0057	-118.2715
34.0386	-118.249
33.9755	-118.2695
33.9967	-118.2499
34.0308	-118.2574
34.0369	-118.2522
34.0181	-118.2612
34.0171	-118.2642
33.9877	-118.2685
34.0191	-118.2337
34.0075	-118.2618
34.0245	-118.4463
34.0025	-118.4702
33.9949	-118.4178
33.9986	-118.4148
33.9913	-118.4775
34.0212	-118.4238
34.0092	-118.4377
34.0039	-118.4409
33.9721	-118.392
33.9432	-118.4013
33.9821	-118.4671
34.0187	-118.4069
33.9646	-118.4091
33.991	-118.4586
0	0
33.9966	-118.4116
33.9777	-118.4652
33.9828	-118.4017
34.1681	-118.3765
34.194	-118.3921
34.1345	-118.3919
34.2137	-118.4144
34.1448	-118.4117
34.1722	-118.3691
34.2121	-118.3703
34.1524	-118.3179
34.1794	-118.3976
34.1785	-118.3731
34.1831	-118.3703
34.1903	-118.3779
34.2049	-118.3834
34.1685	-118.4019
34.2058	-118.3965
34.1746	-118.3932
34.1504	-118.403
34.1722	-118.3965
34.1722	-118.3746
34.252	-118.4249
34.2737	-118.4117
34.2265	-118.3644
34.2191	-118.3648
34.2688	-118.4158
34.2663	-118.4173
34.2731	-118.414
34.2595	-118.4329
34.2287	-118.3665
34.2232	-118.367
34.2536	-118.4266
34.2706	-118.3071
34.2791	-118.4247
34.2809	-118.4163
34.2247	-118.3964
34.2217	-118.3965
34.2085	-118.3791
34.279	-118.4142
34.2225	-118.3878
34.2597	-118.3137
34.2598	-118.3246
34.2373	-118.5361
34.2757	-118.5079
34.2282	-118.5885
34.2654	-118.5951
34.2355	-118.5274
0	0
34.2802	-118.4995
0	0
34.2379	-118.5998
34.2355	-118.5798
34.2504	-118.5233
34.2645	-118.5799
34.2573	-118.5361
34.2355	-118.5471
34.2246	-118.5349
34.2533	-118.5361
34.3125	-118.5053
34.2733	-118.562
34.2355	-118.5536
34.2287	-118.5273
34.2367	-118.498
34.2519	-118.5723
34.2757	-118.5384
0	0
33.9471	-118.2367
33.9352	-118.239
33.9251	-118.2915
33.9251	-118.2915
33.9556	-118.2682
33.9426	-118.25
33.951	-118.287
33.9511	-118.2651
33.9292	-118.2664
33.9591	-118.2739
33.9482	-118.2363
33.9565	-118.2564
33.931	-118.2826
33.8819	-118.2826
33.9493	-118.2652
33.9492	-118.2827
34.1937	-118.6253
33.9401	-118.2541
33.9464	-118.2869
33.9474	-118.2826
34.3107	-118.4632
34.3209	-118.4096
34.2994	-118.4391
34.2318	-118.4516
34.2268	-118.4499
34.3111	-118.4327
34.2914	-118.4554
34.3156	-118.4408
34.3222	-118.4839
34.2181	-118.4664
